shipment_id,order_id,carrier,shipped_at,delivered_at,ship_from_city,ship_to_city,shipping_cost,delivery_status
SH048013,ORD052242,BlueDart,2025-04-12 11:44:55,2025-04-13 22:52:22,Bangalore,Chennai,74.79,OnTime
SH048014,ORD052243,BlueDart,2025-04-12 15:39:10,2025-04-13 05:24:03,Hyderabad,Bangalore,126.39,OnTime
SH048015,ORD052244,Ekart,2025-04-12 15:02:07,2025-04-13 05:30:16,Kochi,Hyderabad,104.29,OnTime
SH048016,ORD052245,BlueDart,2025-04-12 13:34:02,2025-04-14 16:05:56,Mumbai,Delhi,121.67,Late_1_2d
SH048017,ORD052246,Ekart,2025-04-12 05:13:52,2025-04-14 08:33:21,Delhi,Bangalore,118.09,Late_1_2d
SH048018,ORD052247,Delhivery,2025-04-12 09:38:59,2025-04-13 19:47:49,Bangalore,Chandigarh,132.29,OnTime
SH048019,ORD052248,Ekart,2025-04-12 09:10:41,2025-04-16 23:55:37,Jaipur,Kolkata,89.68,Late_1_2d
SH048020,ORD052250,BlueDart,2025-04-12 06:24:56,2025-04-13 16:50:52,Chandigarh,Pune,124.19,OnTime
SH048021,ORD052251,InHouse,2025-04-12 08:48:53,2025-04-12 23:27:53,Chennai,Bangalore,51.11,OnTime
SH048022,ORD052252,Delhivery,2025-04-12 14:14:30,2025-04-14 07:31:12,Pune,Mumbai,92.57,Late_1_2d
SH048023,ORD052253,Ekart,2025-04-12 12:40:19,2025-04-13 13:42:46,Bangalore,Delhi,131.08,OnTime
SH048024,ORD052256,Ekart,2025-04-12 08:56:32,2025-04-13 01:12:10,Ahmedabad,Mumbai,115.89,OnTime
SH048025,ORD052257,BlueDart,2025-04-12 16:42:44,2025-04-15 06:23:50,Hyderabad,Delhi,152.79,OnTime
SH048026,ORD052258,Delhivery,2025-04-12 10:31:51,2025-04-13 17:33:16,Mumbai,Delhi,114.57,OnTime
SH048027,ORD052259,Delhivery,2025-04-12 10:59:43,2025-04-13 15:07:33,Bangalore,Hyderabad,93.51,OnTime
SH048028,ORD052261,BlueDart,2025-04-12 11:39:03,2025-04-13 22:16:58,Hyderabad,Delhi,98.88,OnTime
SH048029,ORD052262,Delhivery,2025-04-12 15:05:56,2025-04-14 01:00:12,Lucknow,Delhi,101.14,OnTime
SH048030,ORD052263,BlueDart,2025-04-12 05:22:42,2025-04-13 06:25:11,Mumbai,Kolkata,69.62,OnTime
SH048031,ORD052264,Ekart,2025-04-12 16:09:50,2025-04-13 20:51:26,Hyderabad,Mumbai,111.6,OnTime
SH048032,ORD052265,BlueDart,2025-04-12 10:37:30,2025-04-13 17:14:17,Mumbai,Chandigarh,95.13,OnTime
SH048033,ORD052267,BlueDart,2025-04-12 07:31:21,2025-04-12 19:42:38,Bangalore,Delhi,80.05,OnTime
SH048034,ORD052268,Ekart,2025-04-12 14:14:15,2025-04-15 22:51:52,Bangalore,Kolkata,121.81,OnTime
SH048035,ORD052269,Delhivery,2025-04-12 16:44:27,2025-04-14 04:43:53,Mumbai,Hyderabad,100.55,Late_1_2d
SH048036,ORD052270,BlueDart,2025-04-12 11:34:20,2025-04-13 03:57:28,Kolkata,Mumbai,165.84,OnTime
SH048037,ORD052272,BlueDart,2025-04-12 14:26:27,2025-04-13 08:32:55,Delhi,Pune,97.85,OnTime
SH048038,ORD052273,Delhivery,2025-04-12 08:10:34,2025-04-13 18:02:39,Chennai,Ahmedabad,98.65,OnTime
SH048039,ORD052274,BlueDart,2025-04-12 11:03:25,2025-04-13 18:44:40,Kolkata,Pune,92.95,OnTime
SH048040,ORD052275,BlueDart,2025-04-12 13:39:16,2025-04-13 01:54:56,Chennai,Bangalore,106.0,OnTime
SH048041,ORD052276,BlueDart,2025-04-12 11:22:20,2025-04-13 06:39:53,Bangalore,Hyderabad,79.52,OnTime
SH048042,ORD052277,Ekart,2025-04-12 13:15:58,2025-04-14 04:50:35,Mumbai,Pune,65.22,OnTime
SH048043,ORD052278,Ekart,2025-04-12 11:23:27,2025-04-13 14:01:41,Kolkata,Ahmedabad,75.48,OnTime
SH048044,ORD052279,InHouse,2025-04-12 15:12:56,2025-04-13 05:33:31,Bangalore,Mumbai,55.7,OnTime
SH048045,ORD052280,Ekart,2025-04-12 05:57:06,2025-04-13 13:20:53,Hyderabad,Lucknow,86.96,OnTime
SH048046,ORD052281,Delhivery,2025-04-12 06:46:42,2025-04-12 22:37:50,Delhi,Chennai,104.98,OnTime
SH048047,ORD052282,BlueDart,2025-04-12 13:52:43,2025-04-13 18:29:22,Kochi,Delhi,131.33,OnTime
SH048048,ORD052283,Ekart,2025-04-12 08:39:15,2025-04-13 13:26:00,Delhi,Chennai,119.71,OnTime
SH048049,ORD052284,InHouse,2025-04-12 16:12:16,2025-04-14 20:57:19,Delhi,Hyderabad,69.59,Late_1_2d
SH048050,ORD052285,Delhivery,2025-04-12 07:16:43,2025-04-13 12:12:59,Lucknow,Mumbai,67.71,OnTime
SH048051,ORD052286,BlueDart,2025-04-12 11:48:39,2025-04-13 21:17:58,Hyderabad,Chennai,133.84,OnTime
SH048052,ORD052287,Delhivery,2025-04-12 09:04:59,2025-04-13 16:11:55,Bangalore,Chennai,97.62,OnTime
SH048053,ORD052288,Delhivery,2025-04-12 04:57:08,2025-04-13 01:43:16,Delhi,Mumbai,88.09,OnTime
SH048054,ORD052289,BlueDart,2025-04-12 06:53:14,2025-04-13 14:22:56,Chennai,Chennai,90.25,OnTime
SH048055,ORD052290,InHouse,2025-04-12 08:41:15,2025-04-15 05:53:19,Hyderabad,Hyderabad,22.7,Late_1_2d
SH048056,ORD052291,BlueDart,2025-04-12 08:16:57,2025-04-13 04:37:02,Delhi,Delhi,78.77,OnTime
SH048057,ORD052292,BlueDart,2025-04-12 06:59:05,2025-04-14 10:54:20,Bangalore,Delhi,125.73,Late_1_2d
SH048058,ORD052293,BlueDart,2025-04-12 11:17:32,,Mumbai,Kochi,101.32,InTransit
SH048059,ORD052294,Delhivery,2025-04-12 12:23:16,2025-04-14 14:06:24,Pune,Bangalore,101.07,Late_1_2d
SH048060,ORD052295,Ekart,2025-04-12 08:55:46,2025-04-13 19:21:37,Pune,Lucknow,130.04,OnTime
SH048061,ORD052296,Delhivery,2025-04-12 13:29:42,2025-04-13 07:39:33,Mumbai,Mumbai,70.31,OnTime
SH048062,ORD052297,BlueDart,2025-04-12 06:26:59,2025-04-14 05:45:15,Delhi,Kolkata,120.45,Late_1_2d
SH048063,ORD052298,InHouse,2025-04-12 07:49:29,,Mumbai,Hyderabad,59.16,InTransit
SH048064,ORD052299,BlueDart,2025-04-12 07:37:16,2025-04-12 20:40:11,Chennai,Kolkata,119.37,OnTime
SH048065,ORD052300,Ekart,2025-04-12 05:28:59,2025-04-14 10:43:55,Mumbai,Hyderabad,98.19,OnTime
SH048066,ORD052301,InHouse,2025-04-12 08:11:57,2025-04-12 20:01:25,Pune,Hyderabad,61.43,OnTime
SH048067,ORD052302,Ekart,2025-04-12 07:45:45,2025-04-13 19:48:22,Jaipur,Mumbai,88.41,OnTime
SH048068,ORD052304,BlueDart,2025-04-12 14:11:46,2025-04-14 23:00:00,Mumbai,Bangalore,158.68,Late_1_2d
SH048069,ORD052305,Delhivery,2025-04-12 06:42:50,2025-04-16 22:27:46,Bangalore,Lucknow,75.02,OnTime
SH048070,ORD052306,Delhivery,2025-04-12 07:25:07,2025-04-13 07:08:29,Kolkata,Mumbai,91.28,OnTime
SH048071,ORD052307,BlueDart,2025-04-12 08:01:05,2025-04-13 05:10:10,Delhi,Chennai,103.78,OnTime
SH048072,ORD052308,Delhivery,2025-04-12 05:04:32,2025-04-13 13:50:06,Chennai,Bangalore,66.69,OnTime
SH048073,ORD052309,BlueDart,2025-04-12 10:43:19,2025-04-14 05:59:30,Bangalore,Mumbai,135.97,Late_1_2d
SH048074,ORD052310,Delhivery,2025-04-12 06:24:24,2025-04-14 09:41:08,Jaipur,Pune,118.86,Late_1_2d
SH048075,ORD052311,BlueDart,2025-04-12 08:12:18,2025-04-13 00:37:35,Mumbai,Pune,99.13,OnTime
SH048076,ORD052312,InHouse,2025-04-12 13:09:27,2025-04-13 07:47:05,Jaipur,Delhi,65.78,OnTime
SH048077,ORD052313,Delhivery,2025-04-12 12:36:10,,Kolkata,Hyderabad,62.54,InTransit
SH048078,ORD052314,BlueDart,2025-04-12 07:03:53,2025-04-13 09:47:21,Pune,Mumbai,111.23,OnTime
SH048079,ORD052315,BlueDart,2025-04-12 09:07:04,2025-04-12 23:38:37,Hyderabad,Kochi,123.17,OnTime
SH048080,ORD052316,BlueDart,2025-04-12 16:42:31,,Mumbai,Lucknow,116.9,InTransit
SH048081,ORD052318,Delhivery,2025-04-12 10:17:22,2025-04-13 22:46:50,Bangalore,Kolkata,110.71,OnTime
SH048082,ORD052319,Delhivery,2025-04-12 11:10:30,2025-04-14 06:17:10,Kochi,Mumbai,126.19,Late_1_2d
SH048083,ORD052320,Delhivery,2025-04-12 07:58:29,2025-04-14 02:54:23,Lucknow,Mumbai,115.53,Late_1_2d
SH048084,ORD052321,Delhivery,2025-04-12 14:39:11,2025-04-13 09:11:04,Delhi,Mumbai,93.75,OnTime
SH048085,ORD052322,BlueDart,2025-04-12 06:36:20,2025-04-13 04:29:10,Kolkata,Kochi,79.2,OnTime
SH048086,ORD052323,BlueDart,2025-04-12 14:54:20,2025-04-13 18:41:16,Bangalore,Mumbai,75.0,OnTime
SH048087,ORD052324,Ekart,2025-04-12 07:29:46,2025-04-13 09:28:28,Bangalore,Lucknow,91.51,OnTime
SH048088,ORD052325,InHouse,2025-04-12 15:06:38,2025-04-13 03:22:07,Delhi,Mumbai,66.32,OnTime
SH048089,ORD052327,BlueDart,2025-04-12 06:44:46,2025-04-13 00:21:48,Hyderabad,Mumbai,98.56,OnTime
SH048090,ORD052329,Ekart,2025-04-12 06:34:27,2025-04-13 16:42:08,Mumbai,Jaipur,114.49,OnTime
SH048091,ORD052330,InHouse,2025-04-12 07:51:37,2025-04-13 08:31:26,Mumbai,Delhi,67.42,OnTime
SH048092,ORD052331,Ekart,2025-04-12 09:01:09,2025-04-13 13:06:21,Hyderabad,Bangalore,90.34,OnTime
SH048093,ORD052332,InHouse,2025-04-12 04:49:23,2025-04-13 10:05:05,Kolkata,Delhi,64.03,OnTime
SH048094,ORD052333,Delhivery,2025-04-12 11:36:41,2025-04-13 10:23:14,Pune,Pune,33.41,OnTime
SH048095,ORD052334,Ekart,2025-04-12 08:59:51,2025-04-14 06:40:51,Kolkata,Hyderabad,97.41,OnTime
SH048096,ORD052335,Ekart,2025-04-12 13:01:16,2025-04-14 01:14:39,Hyderabad,Ahmedabad,108.15,Late_1_2d
SH048097,ORD052336,BlueDart,2025-04-12 15:43:50,2025-04-13 14:02:33,Mumbai,Pune,125.99,OnTime
SH048098,ORD052337,BlueDart,2025-04-12 06:25:02,2025-04-13 09:09:01,Pune,Ahmedabad,161.8,OnTime
SH048099,ORD052338,InHouse,2025-04-12 04:59:28,2025-04-13 01:11:28,Chennai,Delhi,81.04,OnTime
SH048100,ORD052339,Delhivery,2025-04-12 05:57:00,2025-04-13 19:12:07,Bangalore,Pune,84.78,OnTime
SH048101,ORD052340,Delhivery,2025-04-12 05:56:48,,Kolkata,Delhi,132.08,Lost
SH048102,ORD052341,InHouse,2025-04-12 14:37:21,2025-04-14 19:35:29,Hyderabad,Bangalore,69.0,Late_1_2d
SH048103,ORD052342,InHouse,2025-04-12 13:20:19,2025-04-13 19:21:45,Mumbai,Mumbai,55.81,OnTime
SH048104,ORD052343,Delhivery,2025-04-12 08:57:23,2025-04-13 02:12:22,Chandigarh,Chandigarh,66.19,OnTime
SH048105,ORD052344,BlueDart,2025-04-12 07:55:33,2025-04-13 08:10:14,Chennai,Pune,145.97,OnTime
SH048106,ORD052345,InHouse,2025-04-12 06:14:57,2025-04-13 03:29:27,Jaipur,Delhi,90.06,OnTime
SH048107,ORD052346,BlueDart,2025-04-12 15:48:40,2025-04-14 07:48:54,Hyderabad,Kolkata,130.75,OnTime
SH048108,ORD052347,Delhivery,2025-04-12 10:03:38,2025-04-14 03:19:07,Delhi,Hyderabad,82.68,OnTime
SH048109,ORD052349,Delhivery,2025-04-12 06:37:06,2025-04-14 00:58:28,Chandigarh,Chandigarh,52.87,OnTime
SH048110,ORD052350,Ekart,2025-04-12 13:47:53,2025-04-14 01:30:05,Lucknow,Chandigarh,80.54,Late_1_2d
SH048111,ORD052351,Delhivery,2025-04-12 12:08:47,2025-04-14 12:26:35,Pune,Bangalore,103.1,Late_1_2d
SH048112,ORD052352,InHouse,2025-04-12 05:52:21,2025-04-13 10:41:10,Chennai,Hyderabad,46.93,OnTime
SH048113,ORD052353,BlueDart,2025-04-12 12:52:24,,Hyderabad,Mumbai,120.89,InTransit
SH048114,ORD052354,Ekart,2025-04-12 05:29:28,2025-04-15 03:26:48,Mumbai,Chennai,78.25,Late_1_2d
SH048115,ORD052355,BlueDart,2025-04-12 07:48:15,2025-04-13 01:18:29,Bangalore,Kolkata,131.2,OnTime
SH048116,ORD052356,InHouse,2025-04-12 05:59:05,2025-04-13 03:27:20,Mumbai,Delhi,64.57,OnTime
SH048117,ORD052357,Delhivery,2025-04-12 15:30:47,2025-04-14 12:13:13,Hyderabad,Chandigarh,88.34,OnTime
SH048118,ORD052358,Delhivery,2025-04-12 07:34:43,2025-04-13 11:59:58,Bangalore,Delhi,116.31,OnTime
SH048119,ORD052359,BlueDart,2025-04-12 05:49:45,2025-04-13 05:28:51,Mumbai,Hyderabad,151.31,OnTime
SH048120,ORD052360,BlueDart,2025-04-12 16:42:04,2025-04-13 08:59:29,Hyderabad,Chennai,133.39,OnTime
SH048121,ORD052361,Delhivery,2025-04-12 05:42:58,2025-04-13 08:07:38,Delhi,Bangalore,71.09,OnTime
SH048122,ORD052362,BlueDart,2025-04-12 09:40:55,2025-04-12 22:13:10,Hyderabad,Ahmedabad,72.68,OnTime
SH048123,ORD052363,BlueDart,2025-04-12 15:08:05,2025-04-13 13:54:21,Hyderabad,Lucknow,82.42,OnTime
SH048124,ORD052364,BlueDart,2025-04-12 13:52:31,,Chennai,Bangalore,96.29,InTransit
SH048125,ORD052365,InHouse,2025-04-12 15:47:38,2025-04-14 04:41:57,Bangalore,Delhi,64.96,Late_1_2d
SH048126,ORD052366,InHouse,2025-04-12 06:05:23,2025-04-13 03:25:21,Hyderabad,Mumbai,48.99,OnTime
SH048127,ORD052367,Ekart,2025-04-12 06:57:08,2025-04-15 11:26:26,Delhi,Kolkata,74.58,Late_1_2d
SH048128,ORD052368,Ekart,2025-04-12 04:57:09,,Kolkata,Mumbai,84.29,InTransit
SH048129,ORD052369,InHouse,2025-04-12 06:58:45,2025-04-12 19:14:40,Pune,Delhi,72.02,OnTime
SH048130,ORD052370,Ekart,2025-04-12 05:54:32,2025-04-13 16:48:07,Delhi,Jaipur,102.25,OnTime
SH048131,ORD052371,BlueDart,2025-04-12 12:08:00,2025-04-14 14:39:07,Bangalore,Delhi,149.67,Late_1_2d
SH048132,ORD052372,Ekart,2025-04-12 10:40:57,2025-04-13 02:11:12,Bangalore,Ahmedabad,86.88,OnTime
SH048133,ORD052374,Ekart,2025-04-12 12:36:50,2025-04-16 05:59:50,Jaipur,Kolkata,111.12,Late_3_5d
SH048134,ORD052375,Ekart,2025-04-12 05:21:47,2025-04-14 19:21:13,Pune,Pune,40.45,OnTime
SH048135,ORD052376,Delhivery,2025-04-12 06:40:18,2025-04-13 20:04:24,Mumbai,Ahmedabad,107.98,OnTime
SH048136,ORD052377,BlueDart,2025-04-12 07:29:51,2025-04-13 13:00:38,Ahmedabad,Kolkata,137.01,OnTime
SH048137,ORD052378,InHouse,2025-04-12 11:53:05,2025-04-13 02:09:51,Kolkata,Mumbai,63.33,OnTime
SH048138,ORD052379,InHouse,2025-04-12 13:40:58,2025-04-13 01:15:14,Hyderabad,Bangalore,46.27,OnTime
SH048139,ORD052380,Delhivery,2025-04-12 07:14:56,2025-04-13 05:18:54,Hyderabad,Mumbai,116.17,OnTime
SH048140,ORD052381,Ekart,2025-04-12 09:53:06,2025-04-14 09:03:46,Delhi,Mumbai,57.63,Late_1_2d
SH048141,ORD052382,Delhivery,2025-04-12 10:47:44,2025-04-13 09:51:37,Kolkata,Ahmedabad,124.96,OnTime
SH048142,ORD052383,Ekart,2025-04-12 13:24:11,2025-04-13 14:31:21,Pune,Ahmedabad,56.23,OnTime
SH048143,ORD052384,InHouse,2025-04-12 04:59:19,2025-04-13 01:48:40,Bangalore,Delhi,58.45,OnTime
SH048144,ORD052385,Ekart,2025-04-12 08:59:00,,Delhi,Hyderabad,87.54,InTransit
SH048145,ORD052386,InHouse,2025-04-12 14:41:15,2025-04-13 01:59:40,Mumbai,Mumbai,35.89,OnTime
SH048146,ORD052387,InHouse,2025-04-12 10:25:21,2025-04-12 22:35:12,Kochi,Mumbai,62.12,OnTime
SH048147,ORD052388,Delhivery,2025-04-12 16:28:01,2025-04-17 10:02:19,Bangalore,Jaipur,75.94,Late_3_5d
SH048148,ORD052389,Delhivery,2025-04-12 15:41:11,2025-04-13 21:29:25,Mumbai,Pune,66.05,OnTime
SH048149,ORD052390,InHouse,2025-04-12 10:29:41,2025-04-13 07:31:39,Pune,Delhi,57.42,OnTime
SH048150,ORD052391,Delhivery,2025-04-12 16:29:21,2025-04-14 02:29:51,Ahmedabad,Hyderabad,93.72,Late_1_2d
SH048151,ORD052392,InHouse,2025-04-12 11:16:22,2025-04-13 05:48:57,Bangalore,Delhi,61.93,OnTime
SH048152,ORD052393,Ekart,2025-04-12 11:19:13,2025-04-13 14:11:36,Kolkata,Chennai,55.82,OnTime
SH048153,ORD052394,Delhivery,2025-04-12 05:27:29,2025-04-13 08:09:36,Pune,Delhi,77.12,OnTime
SH048154,ORD052395,Delhivery,2025-04-12 05:08:33,2025-04-13 16:57:08,Ahmedabad,Hyderabad,88.14,OnTime
SH048155,ORD052396,Delhivery,2025-04-13 07:02:24,2025-04-14 02:03:46,Lucknow,Bangalore,113.7,OnTime
SH048156,ORD052397,Delhivery,2025-04-13 07:55:54,2025-04-15 07:41:41,Hyderabad,Delhi,88.61,Late_1_2d
SH048157,ORD052398,Delhivery,2025-04-13 08:24:52,,Delhi,Mumbai,94.52,InTransit
SH048158,ORD052400,Ekart,2025-04-13 16:14:12,2025-04-15 18:36:54,Mumbai,Mumbai,41.21,Late_1_2d
SH048159,ORD052401,InHouse,2025-04-13 10:13:52,2025-04-14 00:19:40,Kochi,Bangalore,45.06,OnTime
SH048160,ORD052402,InHouse,2025-04-13 12:19:50,2025-04-13 22:36:10,Delhi,Mumbai,93.37,OnTime
SH048161,ORD052403,InHouse,2025-04-13 10:00:36,2025-04-14 06:21:48,Mumbai,Mumbai,51.38,OnTime
SH048162,ORD052405,BlueDart,2025-04-13 15:01:18,2025-04-14 21:21:09,Mumbai,Delhi,112.85,OnTime
SH048163,ORD052406,Delhivery,2025-04-13 09:58:15,2025-04-16 05:06:29,Delhi,Ahmedabad,83.34,Late_1_2d
SH048164,ORD052407,Ekart,2025-04-13 10:35:41,2025-04-14 05:51:22,Mumbai,Delhi,86.83,OnTime
SH048165,ORD052408,BlueDart,2025-04-13 07:08:56,2025-04-14 19:37:47,Bangalore,Kolkata,138.49,OnTime
SH048166,ORD052409,Delhivery,2025-04-13 07:16:50,2025-04-14 21:47:03,Hyderabad,Mumbai,96.88,OnTime
SH048167,ORD052410,BlueDart,2025-04-13 08:53:36,2025-04-15 00:01:34,Mumbai,Lucknow,77.97,Late_1_2d
SH048168,ORD052411,Ekart,2025-04-13 11:43:52,2025-04-14 20:08:59,Pune,Chennai,86.83,OnTime
SH048169,ORD052412,BlueDart,2025-04-13 15:05:06,2025-04-15 23:52:07,Bangalore,Chennai,126.11,Late_1_2d
SH048170,ORD052413,Ekart,2025-04-13 08:05:21,2025-04-14 15:13:23,Delhi,Jaipur,108.66,OnTime
SH048171,ORD052414,Delhivery,2025-04-13 15:50:26,2025-04-14 20:12:07,Chennai,Bangalore,88.32,OnTime
SH048172,ORD052415,BlueDart,2025-04-13 07:07:00,2025-04-14 14:48:32,Delhi,Hyderabad,114.78,OnTime
SH048173,ORD052416,Delhivery,2025-04-13 08:29:44,2025-04-14 09:31:43,Delhi,Kochi,94.69,OnTime
SH048174,ORD052417,Delhivery,2025-04-13 15:11:04,2025-04-16 20:51:02,Kolkata,Chennai,83.28,OnTime
SH048175,ORD052418,Delhivery,2025-04-13 10:40:01,2025-04-14 11:53:21,Delhi,Chandigarh,97.13,OnTime
SH048176,ORD052420,InHouse,2025-04-13 04:52:35,2025-04-13 18:00:50,Delhi,Hyderabad,60.89,OnTime
SH048177,ORD052421,Delhivery,2025-04-13 08:31:54,2025-04-14 10:59:19,Bangalore,Delhi,74.57,OnTime
SH048178,ORD052422,BlueDart,2025-04-13 09:57:20,2025-04-14 20:00:03,Mumbai,Kolkata,89.81,OnTime
SH048179,ORD052423,InHouse,2025-04-13 07:54:18,2025-04-14 06:27:56,Delhi,Bangalore,92.07,OnTime
SH048180,ORD052424,Delhivery,2025-04-13 15:15:45,2025-04-14 14:26:22,Mumbai,Pune,86.12,OnTime
SH048181,ORD052425,Ekart,2025-04-13 10:39:15,2025-04-15 22:47:06,Delhi,Chennai,81.52,Late_1_2d
SH048182,ORD052427,BlueDart,2025-04-13 08:45:37,2025-04-13 21:30:53,Bangalore,Mumbai,69.44,OnTime
SH048183,ORD052428,BlueDart,2025-04-13 13:00:44,2025-04-16 13:32:50,Chennai,Chennai,39.04,Late_1_2d
SH048184,ORD052429,BlueDart,2025-04-13 11:27:38,2025-04-14 02:31:05,Lucknow,Mumbai,151.65,OnTime
SH048185,ORD052430,Delhivery,2025-04-13 16:47:17,2025-04-15 15:41:01,Bangalore,Bangalore,36.36,Late_1_2d
SH048186,ORD052431,Ekart,2025-04-13 11:40:24,2025-04-16 08:34:58,Chennai,Bangalore,67.35,OnTime
SH048187,ORD052432,InHouse,2025-04-13 08:40:07,2025-04-14 08:51:16,Chennai,Bangalore,56.85,OnTime
SH048188,ORD052433,InHouse,2025-04-13 12:28:37,2025-04-14 16:04:02,Delhi,Mumbai,48.42,OnTime
SH048189,ORD052434,BlueDart,2025-04-13 10:09:24,2025-04-14 18:28:22,Bangalore,Bangalore,66.64,OnTime
SH048190,ORD052435,Ekart,2025-04-13 12:56:43,2025-04-14 17:27:50,Delhi,Lucknow,110.16,OnTime
SH048191,ORD052436,Delhivery,2025-04-13 09:48:57,2025-04-14 16:45:27,Chennai,Chennai,44.09,OnTime
SH048192,ORD052437,Ekart,2025-04-13 05:27:32,2025-04-14 02:04:24,Mumbai,Delhi,96.94,OnTime
SH048193,ORD052438,Delhivery,2025-04-13 16:10:15,2025-04-14 14:01:00,Mumbai,Delhi,61.13,OnTime
SH048194,ORD052439,Ekart,2025-04-13 06:06:20,2025-04-13 22:35:22,Pune,Delhi,136.91,OnTime
SH048195,ORD052440,Delhivery,2025-04-13 15:31:17,2025-04-14 23:11:39,Mumbai,Chennai,110.24,OnTime
SH048196,ORD052441,InHouse,2025-04-13 05:49:08,2025-04-14 05:20:31,Chennai,Delhi,89.15,OnTime
SH048197,ORD052442,Delhivery,2025-04-13 09:45:39,2025-04-16 04:09:31,Chennai,Jaipur,79.96,Late_1_2d
SH048198,ORD052443,InHouse,2025-04-13 16:04:54,2025-04-14 02:38:46,Mumbai,Delhi,50.04,OnTime
SH048199,ORD052444,Ekart,2025-04-13 13:56:18,2025-04-14 17:34:27,Jaipur,Mumbai,80.54,OnTime
SH048200,ORD052445,BlueDart,2025-04-13 16:33:47,2025-04-14 08:12:25,Pune,Delhi,131.85,OnTime
SH048201,ORD052446,Delhivery,2025-04-13 09:15:36,2025-04-13 23:06:07,Chandigarh,Chennai,84.28,OnTime
SH048202,ORD052447,InHouse,2025-04-13 12:07:20,2025-04-15 16:07:23,Kolkata,Mumbai,68.5,Late_1_2d
SH048203,ORD052448,Delhivery,2025-04-13 15:19:25,2025-04-14 05:27:55,Mumbai,Ahmedabad,88.16,OnTime
SH048204,ORD052449,BlueDart,2025-04-13 13:30:05,2025-04-14 12:01:09,Jaipur,Bangalore,79.46,OnTime
SH048205,ORD052450,Ekart,2025-04-13 05:00:17,2025-04-15 07:55:28,Delhi,Hyderabad,113.01,OnTime
SH048206,ORD052451,Delhivery,2025-04-13 09:59:37,2025-04-14 10:26:27,Mumbai,Hyderabad,106.03,OnTime
SH048207,ORD052452,Ekart,2025-04-13 09:16:46,2025-04-14 01:45:01,Delhi,Pune,102.17,OnTime
SH048208,ORD052453,BlueDart,2025-04-13 13:53:55,2025-04-16 06:25:00,Delhi,Chennai,149.53,OnTime
SH048209,ORD052454,Ekart,2025-04-13 09:43:26,2025-04-14 22:07:37,Delhi,Hyderabad,109.32,OnTime
SH048210,ORD052455,BlueDart,2025-04-13 15:25:24,2025-04-14 10:12:20,Kolkata,Kolkata,73.08,OnTime
SH048211,ORD052456,BlueDart,2025-04-13 06:00:08,2025-04-14 18:36:29,Delhi,Mumbai,82.12,OnTime
SH048212,ORD052457,Delhivery,2025-04-13 06:28:54,2025-04-13 20:10:28,Kolkata,Pune,53.24,OnTime
SH048213,ORD052458,BlueDart,2025-04-13 10:12:16,2025-04-14 12:23:10,Mumbai,Chennai,81.71,OnTime
SH048214,ORD052459,InHouse,2025-04-13 09:59:00,2025-04-14 01:19:19,Chennai,Mumbai,76.91,OnTime
SH048215,ORD052460,InHouse,2025-04-13 08:14:11,2025-04-14 01:39:23,Chennai,Bangalore,61.96,OnTime
SH048216,ORD052461,Ekart,2025-04-13 15:46:49,2025-04-14 23:38:53,Mumbai,Jaipur,117.0,OnTime
SH048217,ORD052462,Ekart,2025-04-13 09:31:15,2025-04-14 03:41:18,Hyderabad,Mumbai,82.03,OnTime
SH048218,ORD052463,BlueDart,2025-04-13 10:45:34,2025-04-14 18:11:37,Lucknow,Mumbai,95.36,OnTime
SH048219,ORD052464,Ekart,2025-04-13 13:52:37,2025-04-14 09:13:07,Pune,Mumbai,94.46,OnTime
SH048220,ORD052465,Ekart,2025-04-13 15:47:06,2025-04-15 05:08:47,Hyderabad,Lucknow,97.96,Late_1_2d
SH048221,ORD052466,InHouse,2025-04-13 10:19:03,2025-04-13 23:02:03,Delhi,Bangalore,57.17,OnTime
SH048222,ORD052468,Delhivery,2025-04-13 05:24:07,2025-04-14 12:04:20,Hyderabad,Mumbai,91.89,OnTime
SH048223,ORD052469,Delhivery,2025-04-13 05:49:03,2025-04-14 00:33:44,Hyderabad,Bangalore,90.54,OnTime
SH048224,ORD052470,Delhivery,2025-04-13 06:37:59,2025-04-14 08:01:10,Chennai,Bangalore,81.69,OnTime
SH048225,ORD052471,Delhivery,2025-04-13 07:45:30,2025-04-16 07:14:14,Chennai,Delhi,96.51,Late_1_2d
SH048226,ORD052472,Delhivery,2025-04-13 11:50:24,2025-04-14 06:44:32,Chennai,Mumbai,93.83,OnTime
SH048227,ORD052473,Delhivery,2025-04-13 10:59:44,2025-04-15 12:28:16,Mumbai,Kolkata,100.17,Late_1_2d
SH048228,ORD052474,BlueDart,2025-04-13 06:38:11,2025-04-14 07:35:59,Bangalore,Delhi,132.68,OnTime
SH048229,ORD052475,Delhivery,2025-04-13 09:07:32,2025-04-14 18:26:21,Mumbai,Bangalore,109.37,OnTime
SH048230,ORD052476,InHouse,2025-04-13 08:45:04,2025-04-14 00:32:15,Jaipur,Bangalore,86.82,OnTime
SH048231,ORD052477,Delhivery,2025-04-13 14:33:28,,Mumbai,Ahmedabad,71.15,InTransit
SH048232,ORD052478,Delhivery,2025-04-13 06:32:50,2025-04-14 11:09:25,Mumbai,Chennai,124.86,OnTime
SH048233,ORD052479,BlueDart,2025-04-13 14:04:56,2025-04-14 18:20:22,Pune,Chennai,141.27,OnTime
