product_id,category,subcategory,base_price
P01429,Grocery,Beverages,1309.0
P01430,Electronics,Cameras,14376.0
P01431,Electronics,Smartphones,62535.0
P01432,Fashion,Men's Clothing,2970.0
P01433,Books,Academic,2052.0
P01434,Electronics,Smartphones,39256.0
P01435,Fashion,Women's Clothing,5945.0
P01436,Grocery,Beverages,1783.0
P01437,Fashion,Watches,3172.0
P01438,Grocery,Snacks,594.0
P01439,Grocery,Personal Care,1274.0
P01440,Electronics,Smartphones,12015.0
P01441,Fashion,Women's Clothing,1507.0
P01442,Home & Kitchen,Appliances,20222.0
P01443,Grocery,Beverages,695.0
P01444,Fashion,Men's Clothing,5124.0
P01445,Grocery,Personal Care,1156.0
P01446,Grocery,Staples,1702.0
P01447,Home & Kitchen,Appliances,1923.0
P01448,Electronics,Cameras,13379.0
P01449,Grocery,Beverages,480.0
P01450,Grocery,Snacks,654.0
P01451,Grocery,Personal Care,604.0
P01452,Books,Fiction,876.0
P01453,Fashion,Footwear,5228.0
P01454,Home & Kitchen,Furniture,6891.0
P01455,Home & Kitchen,Cookware,11206.0
P01456,Electronics,Accessories,69093.0
P01457,Electronics,Smartphones,29372.0
P01458,Books,Academic,1802.0
P01459,Fashion,Women's Clothing,7731.0
P01460,Fashion,Women's Clothing,3429.0
P01461,Grocery,Staples,392.0
P01462,Fashion,Footwear,380.0
P01463,Grocery,Personal Care,1464.0
P01464,Fashion,Women's Clothing,5364.0
P01465,Fashion,Watches,7535.0
P01466,Grocery,Personal Care,1410.0
P01467,Home & Kitchen,Cookware,2140.0
P01468,Home & Kitchen,Cookware,4298.0
P01469,Grocery,Staples,233.0
P01470,Electronics,Accessories,5571.0
P01471,Fashion,Women's Clothing,7054.0
P01472,Grocery,Snacks,1110.0
P01473,Fashion,Watches,406.0
P01474,Books,Fiction,1251.0
P01475,Electronics,Accessories,61317.0
P01476,Home & Kitchen,Furniture,2219.0
P01477,Fashion,Footwear,2247.0
P01478,Books,Fiction,550.0
P01479,Grocery,Staples,1320.0
P01480,Grocery,Snacks,1774.0
P01481,Home & Kitchen,Appliances,7838.0
P01482,Grocery,Personal Care,517.0
P01483,Electronics,Smartphones,23092.0
P01484,Grocery,Staples,1264.0
P01485,Home & Kitchen,Appliances,3412.0
P01486,Home & Kitchen,Cookware,20987.0
P01487,Books,Non-Fiction,183.0
P01488,Fashion,Women's Clothing,5376.0
P01489,Fashion,Footwear,6911.0
P01490,Home & Kitchen,Appliances,8231.0
P01491,Fashion,Men's Clothing,3914.0
P01492,Home & Kitchen,Decor,24378.0
P01493,Fashion,Women's Clothing,4417.0
P01494,Electronics,Cameras,22157.0
P01495,Grocery,Personal Care,906.0
P01496,Fashion,Women's Clothing,7762.0
P01497,Grocery,Staples,1404.0
P01498,Grocery,Beverages,379.0
P01499,Grocery,Staples,1207.0
P01500,Grocery,Staples,1273.0
P01501,Home & Kitchen,Appliances,15951.0
P01502,Books,Children's,1736.0
P01503,Fashion,Men's Clothing,4283.0
P01504,Grocery,Personal Care,1290.0
P01505,Electronics,Accessories,25118.0
P01506,Books,Academic,1107.0
P01507,Grocery,Staples,1093.0
P01508,Electronics,Accessories,64474.0
P01509,Fashion,Men's Clothing,3647.0
P01510,Electronics,Accessories,29580.0
P01511,Fashion,Women's Clothing,2226.0
P01512,Electronics,Smartphones,24634.0
P01513,Fashion,Footwear,201.0
P01514,Electronics,Laptops,65323.0
P01515,Home & Kitchen,Cookware,21221.0
P01516,Home & Kitchen,Decor,8696.0
P01517,Electronics,Cameras,37801.0
P01518,Home & Kitchen,Decor,357.0
P01519,Electronics,Laptops,73806.0
P01520,Electronics,Audio,75783.0
P01521,Electronics,Audio,38427.0
P01522,Electronics,Laptops,1226.0
P01523,Fashion,Women's Clothing,3557.0
P01524,Books,Fiction,949.0
P01525,Home & Kitchen,Appliances,5896.0
P01526,Fashion,Men's Clothing,256.0
P01527,Home & Kitchen,Decor,9435.0
P01528,Home & Kitchen,Furniture,10382.0
P01529,Electronics,Smartphones,45064.0
P01530,Electronics,Laptops,31883.0
P01531,Grocery,Staples,352.0
P01532,Electronics,Accessories,59101.0
P01533,Books,Academic,1230.0
P01534,Electronics,Cameras,30579.0
P01535,Home & Kitchen,Appliances,6685.0
P01536,Home & Kitchen,Appliances,10643.0
P01537,Fashion,Footwear,2069.0
P01538,Electronics,Smartphones,61281.0
P01539,Electronics,Laptops,72841.0
P01540,Home & Kitchen,Decor,20218.0
P01541,Fashion,Footwear,5540.0
P01542,Fashion,Men's Clothing,2420.0
P01543,Electronics,Accessories,59563.0
P01544,Electronics,Accessories,64800.0
P01545,Fashion,Men's Clothing,3421.0
P01546,Grocery,Beverages,1711.0
P01547,Electronics,Audio,15001.0
P01548,Electronics,Audio,23523.0
P01549,Electronics,Audio,51133.0
P01550,Fashion,Watches,5018.0
P01551,Fashion,Footwear,2323.0
P01552,Fashion,Women's Clothing,5057.0
P01553,Electronics,Audio,15429.0
P01554,Grocery,Personal Care,68.0
P01555,Electronics,Accessories,4446.0
P01556,Home & Kitchen,Decor,13444.0
P01557,Home & Kitchen,Cookware,4771.0
P01558,Electronics,Audio,8631.0
P01559,Fashion,Men's Clothing,2300.0
P01560,Fashion,Watches,5779.0
P01561,Books,Non-Fiction,2209.0
P01562,Electronics,Cameras,19008.0
P01563,Grocery,Beverages,327.0
P01564,Fashion,Footwear,4050.0
P01565,Home & Kitchen,Cookware,8647.0
P01566,Electronics,Smartphones,25270.0
P01567,Grocery,Beverages,1605.0
P01568,Electronics,Accessories,79838.0
P01569,Electronics,Accessories,37363.0
P01570,Electronics,Audio,63418.0
P01571,Fashion,Watches,2776.0
P01572,Home & Kitchen,Furniture,21112.0
P01573,Grocery,Personal Care,1905.0
P01574,Electronics,Accessories,4955.0
P01575,Grocery,Personal Care,1558.0
P01576,Electronics,Smartphones,6175.0
P01577,Books,Academic,1463.0
P01578,Fashion,Watches,1699.0
P01579,Fashion,Footwear,6764.0
P01580,Fashion,Men's Clothing,6575.0
P01581,Fashion,Men's Clothing,6660.0
P01582,Books,Children's,454.0
P01583,Electronics,Accessories,61568.0
P01584,Grocery,Snacks,520.0
P01585,Home & Kitchen,Cookware,19315.0
P01586,Electronics,Laptops,35715.0
P01587,Grocery,Personal Care,1483.0
P01588,Grocery,Staples,96.0
P01589,Fashion,Women's Clothing,3795.0
P01590,Fashion,Men's Clothing,6214.0
P01591,Grocery,Snacks,1057.0
P01592,Home & Kitchen,Decor,24556.0
P01593,Electronics,Accessories,38090.0
P01594,Books,Children's,2076.0
P01595,Home & Kitchen,Cookware,7906.0
P01596,Grocery,Snacks,666.0
P01597,Home & Kitchen,Appliances,15785.0
P01598,Home & Kitchen,Decor,1198.0
P01599,Fashion,Footwear,7512.0
P01600,Fashion,Watches,4263.0
P01601,Books,Fiction,835.0
P01602,Home & Kitchen,Furniture,16017.0
P01603,Books,Academic,676.0
P01604,Electronics,Audio,71058.0
P01605,Home & Kitchen,Decor,21612.0
P01606,Home & Kitchen,Decor,5562.0
P01607,Fashion,Women's Clothing,1081.0
P01608,Home & Kitchen,Cookware,15878.0
P01609,Electronics,Smartphones,26299.0
P01610,Electronics,Laptops,13805.0
P01611,Fashion,Watches,2354.0
P01612,Electronics,Cameras,10012.0
P01613,Grocery,Personal Care,1585.0
P01614,Books,Fiction,126.0
P01615,Fashion,Footwear,528.0
P01616,Grocery,Beverages,1573.0
P01617,Fashion,Watches,3907.0
P01618,Electronics,Laptops,47899.0
P01619,Books,Academic,1177.0
P01620,Books,Children's,359.0
P01621,Electronics,Laptops,13037.0
P01622,Home & Kitchen,Cookware,2421.0
P01623,Electronics,Laptops,49682.0
P01624,Fashion,Men's Clothing,7461.0
P01625,Fashion,Watches,7976.0
P01626,Electronics,Laptops,50198.0
P01627,Grocery,Personal Care,148.0
P01628,Home & Kitchen,Cookware,16168.0
P01629,Home & Kitchen,Decor,17578.0
P01630,Grocery,Beverages,1589.0
P01631,Electronics,Smartphones,10503.0
P01632,Electronics,Cameras,18998.0
P01633,Fashion,Footwear,7857.0
P01634,Grocery,Beverages,1583.0
P01635,Grocery,Snacks,1521.0
P01636,Fashion,Women's Clothing,6483.0
P01637,Electronics,Accessories,35378.0
P01638,Electronics,Cameras,15841.0
P01639,Home & Kitchen,Furniture,17278.0
P01640,Electronics,Smartphones,28974.0
P01641,Books,Non-Fiction,491.0
P01642,Fashion,Women's Clothing,7210.0
P01643,Grocery,Snacks,986.0
P01644,Electronics,Audio,35281.0
P01645,Fashion,Men's Clothing,2499.0
P01646,Home & Kitchen,Decor,17471.0
P01647,Books,Academic,650.0
P01648,Home & Kitchen,Appliances,4788.0
P01649,Home & Kitchen,Furniture,8789.0
P01650,Home & Kitchen,Cookware,18350.0
P01651,Electronics,Smartphones,22388.0
P01652,Home & Kitchen,Decor,20809.0
P01653,Grocery,Personal Care,1832.0
P01654,Electronics,Audio,44584.0
P01655,Electronics,Cameras,5976.0
P01656,Electronics,Audio,12825.0
P01657,Grocery,Personal Care,612.0
P01658,Grocery,Staples,549.0
P01659,Electronics,Laptops,29685.0
P01660,Grocery,Beverages,31.0
P01661,Fashion,Men's Clothing,5177.0
P01662,Electronics,Audio,30634.0
P01663,Books,Children's,638.0
P01664,Electronics,Cameras,1988.0
P01665,Grocery,Beverages,1718.0
P01666,Grocery,Snacks,1559.0
P01667,Fashion,Women's Clothing,2063.0
P01668,Electronics,Laptops,57820.0
P01669,Fashion,Watches,5335.0
P01670,Fashion,Men's Clothing,4404.0
P01671,Fashion,Men's Clothing,3222.0
P01672,Electronics,Cameras,42164.0
P01673,Electronics,Laptops,40055.0
P01674,Electronics,Accessories,44342.0
P01675,Grocery,Snacks,1238.0
P01676,Grocery,Snacks,666.0
P01677,Books,Academic,1959.0
P01678,Electronics,Laptops,9282.0
P01679,Fashion,Footwear,4281.0
P01680,Grocery,Beverages,161.0
P01681,Books,Fiction,2522.0
P01682,Fashion,Footwear,1212.0
P01683,Fashion,Women's Clothing,7013.0
P01684,Fashion,Footwear,1776.0
P01685,Fashion,Women's Clothing,3986.0
P01686,Electronics,Accessories,8351.0
P01687,Fashion,Men's Clothing,4654.0
P01688,Grocery,Snacks,1678.0
P01689,Electronics,Cameras,52805.0
P01690,Home & Kitchen,Furniture,13217.0
P01691,Home & Kitchen,Furniture,17578.0
P01692,Grocery,Beverages,534.0
P01693,Home & Kitchen,Cookware,9254.0
P01694,Fashion,Men's Clothing,4926.0
P01695,Electronics,Smartphones,6134.0
P01696,Home & Kitchen,Cookware,23266.0
P01697,Home & Kitchen,Decor,5337.0
P01698,Home & Kitchen,Furniture,12361.0
P01699,Electronics,Cameras,71237.0
P01700,Fashion,Watches,824.0
P01701,Fashion,Men's Clothing,6448.0
P01702,Electronics,Audio,5326.0
P01703,Home & Kitchen,Decor,14017.0
P01704,Electronics,Accessories,75090.0
P01705,Electronics,Audio,33568.0
P01706,Electronics,Laptops,29841.0
P01707,Grocery,Personal Care,1426.0
P01708,Books,Academic,2489.0
P01709,Fashion,Watches,2273.0
P01710,Home & Kitchen,Cookware,1160.0
P01711,Home & Kitchen,Cookware,1899.0
P01712,Home & Kitchen,Furniture,7702.0
P01713,Electronics,Audio,75596.0
P01714,Fashion,Watches,7693.0
P01715,Grocery,Personal Care,221.0
P01716,Fashion,Watches,5856.0
P01717,Grocery,Snacks,1077.0
P01718,Fashion,Footwear,1678.0
P01719,Fashion,Women's Clothing,4304.0
P01720,Home & Kitchen,Decor,6332.0
P01721,Electronics,Accessories,50213.0
P01722,Home & Kitchen,Decor,4596.0
P01723,Grocery,Personal Care,1506.0
P01724,Fashion,Women's Clothing,3438.0
P01725,Fashion,Footwear,1023.0
P01726,Books,Fiction,1952.0
P01727,Grocery,Beverages,735.0
P01728,Grocery,Snacks,934.0
P01729,Home & Kitchen,Appliances,16681.0
P01730,Fashion,Men's Clothing,7086.0
P01731,Fashion,Footwear,1501.0
P01732,Electronics,Audio,14842.0
P01733,Fashion,Women's Clothing,3332.0
P01734,Books,Non-Fiction,1079.0
P01735,Books,Fiction,559.0
P01736,Fashion,Men's Clothing,7988.0
P01737,Electronics,Accessories,35719.0
P01738,Home & Kitchen,Appliances,8905.0
P01739,Books,Children's,1014.0
P01740,Electronics,Laptops,79321.0
P01741,Home & Kitchen,Furniture,8218.0
P01742,Fashion,Footwear,3099.0
P01743,Electronics,Cameras,61253.0
P01744,Books,Academic,1349.0
P01745,Electronics,Laptops,58206.0
P01746,Electronics,Laptops,48869.0
P01747,Books,Children's,1733.0
P01748,Electronics,Cameras,17507.0
P01749,Grocery,Personal Care,1538.0
P01750,Books,Children's,2786.0
P01751,Books,Academic,837.0
P01752,Electronics,Audio,76951.0
P01753,Fashion,Men's Clothing,3690.0
P01754,Electronics,Smartphones,32069.0
P01755,Electronics,Audio,58242.0
P01756,Books,Children's,2951.0
P01757,Fashion,Women's Clothing,4847.0
P01758,Electronics,Laptops,41650.0
P01759,Grocery,Beverages,1987.0
P01760,Electronics,Smartphones,24496.0
P01761,Books,Fiction,971.0
P01762,Grocery,Beverages,467.0
P01763,Fashion,Watches,6875.0
P01764,Fashion,Watches,369.0
P01765,Books,Academic,2484.0
P01766,Home & Kitchen,Cookware,17290.0
P01767,Books,Fiction,900.0
P01768,Fashion,Watches,4519.0
P01769,Home & Kitchen,Furniture,13975.0
P01770,Fashion,Footwear,7422.0
P01771,Grocery,Beverages,335.0
P01772,Fashion,Watches,494.0
P01773,Grocery,Beverages,731.0
P01774,Fashion,Men's Clothing,1280.0
P01775,Electronics,Audio,29683.0
P01776,Electronics,Smartphones,46781.0
P01777,Books,Non-Fiction,776.0
P01778,Fashion,Footwear,6526.0
P01779,Books,Academic,367.0
P01780,Grocery,Staples,818.0
P01781,Electronics,Audio,73472.0
P01782,Electronics,Cameras,58874.0
P01783,Home & Kitchen,Appliances,18131.0
P01784,Electronics,Cameras,63536.0
P01785,Electronics,Accessories,14246.0
P01786,Electronics,Cameras,66144.0
P01787,Fashion,Men's Clothing,5579.0
P01788,Electronics,Laptops,46310.0
P01789,Electronics,Smartphones,72659.0
P01790,Home & Kitchen,Appliances,14941.0
P01791,Books,Academic,971.0
P01792,Books,Academic,2219.0
P01793,Home & Kitchen,Decor,14471.0
P01794,Electronics,Laptops,6739.0
P01795,Electronics,Laptops,4946.0
P01796,Electronics,Cameras,61787.0
P01797,Grocery,Personal Care,715.0
P01798,Home & Kitchen,Cookware,20456.0
P01799,Grocery,Staples,851.0
P01800,Fashion,Men's Clothing,6969.0
P01801,Books,Non-Fiction,2622.0
P01802,Fashion,Footwear,1968.0
P01803,Electronics,Audio,52396.0
P01804,Grocery,Personal Care,1217.0
P01805,Electronics,Laptops,1409.0
P01806,Electronics,Cameras,62305.0
P01807,Grocery,Snacks,783.0
P01808,Grocery,Beverages,630.0
P01809,Electronics,Cameras,3774.0
P01810,Grocery,Beverages,1094.0
P01811,Home & Kitchen,Furniture,3867.0
P01812,Home & Kitchen,Appliances,12635.0
P01813,Fashion,Footwear,1922.0
P01814,Electronics,Cameras,4516.0
P01815,Electronics,Accessories,58660.0
P01816,Home & Kitchen,Appliances,9913.0
P01817,Electronics,Cameras,35926.0
P01818,Home & Kitchen,Decor,14939.0
P01819,Fashion,Watches,4137.0
P01820,Fashion,Men's Clothing,1932.0
P01821,Fashion,Footwear,2460.0
P01822,Electronics,Accessories,31849.0
P01823,Home & Kitchen,Cookware,3435.0
P01824,Fashion,Watches,844.0
P01825,Grocery,Beverages,1156.0
P01826,Electronics,Smartphones,4420.0
P01827,Fashion,Watches,3314.0
P01828,Electronics,Accessories,7264.0
P01829,Fashion,Women's Clothing,4114.0
P01830,Electronics,Smartphones,62019.0
P01831,Electronics,Cameras,10865.0
P01832,Home & Kitchen,Appliances,3502.0
P01833,Fashion,Women's Clothing,4563.0
P01834,Home & Kitchen,Appliances,12273.0
P01835,Home & Kitchen,Furniture,16358.0
P01836,Fashion,Women's Clothing,1730.0
P01837,Grocery,Staples,1244.0
P01838,Grocery,Staples,1479.0
P01839,Grocery,Snacks,515.0
P01840,Grocery,Staples,171.0
P01841,Grocery,Personal Care,1560.0
P01842,Fashion,Footwear,2723.0
P01843,Books,Children's,2780.0
P01844,Grocery,Snacks,207.0
P01845,Fashion,Watches,5440.0
P01846,Fashion,Women's Clothing,3504.0
P01847,Fashion,Watches,2917.0
P01848,Electronics,Cameras,25999.0
P01849,Books,Children's,1822.0
P01850,Fashion,Men's Clothing,389.0
P01851,Home & Kitchen,Furniture,7725.0
P01852,Electronics,Cameras,79018.0
P01853,Grocery,Snacks,1244.0
P01854,Fashion,Footwear,7923.0
P01855,Home & Kitchen,Appliances,11139.0
P01856,Books,Children's,523.0
P01857,Grocery,Beverages,118.0
P01858,Electronics,Laptops,65545.0
P01859,Fashion,Watches,1758.0
P01860,Electronics,Cameras,30219.0
P01861,Fashion,Footwear,6110.0
P01862,Fashion,Footwear,6852.0
P01863,Fashion,Footwear,1076.0
P01864,Fashion,Watches,625.0
P01865,Grocery,Snacks,1899.0
P01866,Electronics,Laptops,74175.0
P01867,Electronics,Accessories,69566.0
P01868,Home & Kitchen,Decor,20530.0
P01869,Home & Kitchen,Furniture,491.0
P01870,Grocery,Beverages,1397.0
P01871,Home & Kitchen,Decor,2915.0
P01872,Fashion,Women's Clothing,3710.0
P01873,Electronics,Audio,2308.0
P01874,Electronics,Accessories,17116.0
P01875,Fashion,Watches,4396.0
P01876,Home & Kitchen,Decor,5214.0
P01877,Electronics,Cameras,42100.0
P01878,Electronics,Accessories,21063.0
P01879,Fashion,Footwear,3968.0
P01880,Electronics,Smartphones,58529.0
P01881,Grocery,Personal Care,308.0
P01882,Electronics,Audio,56051.0
P01883,Electronics,Accessories,1962.0
P01884,Books,Non-Fiction,1791.0
P01885,Grocery,Beverages,1337.0
P01886,Electronics,Smartphones,3957.0
P01887,Grocery,Beverages,366.0
P01888,Electronics,Smartphones,23079.0
P01889,Home & Kitchen,Decor,19761.0
P01890,Home & Kitchen,Appliances,15506.0
P01891,Fashion,Footwear,614.0
P01892,Fashion,Watches,5307.0
P01893,Fashion,Women's Clothing,265.0
P01894,Electronics,Laptops,31397.0
P01895,Grocery,Beverages,564.0
P01896,Fashion,Footwear,6846.0
P01897,Electronics,Laptops,52978.0
P01898,Grocery,Staples,1733.0
P01899,Fashion,Women's Clothing,349.0
P01900,Electronics,Laptops,69459.0
P01901,Home & Kitchen,Cookware,16288.0
P01902,Electronics,Cameras,18878.0
P01903,Fashion,Women's Clothing,3169.0
P01904,Grocery,Snacks,1954.0
P01905,Home & Kitchen,Cookware,2625.0
P01906,Fashion,Men's Clothing,2661.0
P01907,Electronics,Audio,69408.0
P01908,Electronics,Accessories,42759.0
P01909,Electronics,Audio,15320.0
P01910,Home & Kitchen,Cookware,12591.0
P01911,Home & Kitchen,Furniture,11531.0
P01912,Grocery,Staples,1855.0
P01913,Books,Non-Fiction,162.0
P01914,Fashion,Watches,2130.0
P01915,Fashion,Watches,4329.0
P01916,Home & Kitchen,Appliances,8439.0
P01917,Electronics,Laptops,31775.0
P01918,Electronics,Accessories,12982.0
P01919,Home & Kitchen,Decor,8767.0
P01920,Grocery,Beverages,723.0
P01921,Home & Kitchen,Cookware,15687.0
P01922,Grocery,Staples,495.0
P01923,Grocery,Snacks,1957.0
P01924,Grocery,Staples,1017.0
P01925,Grocery,Snacks,1629.0
P01926,Electronics,Audio,50250.0
P01927,Electronics,Laptops,70355.0
P01928,Fashion,Men's Clothing,7145.0
P01929,Grocery,Personal Care,1635.0
P01930,Fashion,Watches,430.0
P01931,Home & Kitchen,Furniture,13940.0
P01932,Electronics,Accessories,22775.0
P01933,Home & Kitchen,Cookware,3920.0
P01934,Grocery,Staples,1797.0
P01935,Electronics,Accessories,52726.0
P01936,Electronics,Cameras,7480.0
P01937,Home & Kitchen,Cookware,9648.0
P01938,Electronics,Accessories,76868.0
P01939,Electronics,Accessories,49190.0
P01940,Home & Kitchen,Appliances,15694.0
P01941,Fashion,Watches,1974.0
P01942,Grocery,Snacks,504.0
P01943,Electronics,Cameras,12644.0
P01944,Grocery,Personal Care,1942.0
P01945,Grocery,Beverages,1822.0
P01946,Grocery,Snacks,679.0
P01947,Home & Kitchen,Cookware,13625.0
P01948,Home & Kitchen,Decor,5288.0
P01949,Fashion,Women's Clothing,1281.0
P01950,Grocery,Personal Care,1096.0
P01951,Electronics,Accessories,64108.0
P01952,Fashion,Women's Clothing,6928.0
P01953,Grocery,Staples,639.0
P01954,Grocery,Beverages,1419.0
P01955,Electronics,Accessories,42143.0
P01956,Home & Kitchen,Furniture,3511.0
P01957,Grocery,Snacks,1992.0
P01958,Fashion,Watches,7811.0
P01959,Electronics,Audio,12040.0
P01960,Grocery,Beverages,1868.0
P01961,Grocery,Staples,1837.0
P01962,Books,Children's,1021.0
P01963,Electronics,Smartphones,44809.0
P01964,Fashion,Women's Clothing,7599.0
P01965,Books,Non-Fiction,443.0
P01966,Books,Children's,1021.0
P01967,Fashion,Footwear,7061.0
P01968,Grocery,Snacks,1462.0
P01969,Books,Fiction,2320.0
P01970,Electronics,Accessories,70470.0
P01971,Books,Children's,1301.0
P01972,Books,Non-Fiction,1293.0
P01973,Books,Children's,1385.0
P01974,Books,Academic,2808.0
P01975,Fashion,Footwear,7174.0
P01976,Electronics,Accessories,74693.0
P01977,Fashion,Men's Clothing,2336.0
P01978,Fashion,Footwear,6277.0
P01979,Fashion,Footwear,1033.0
P01980,Grocery,Snacks,394.0
P01981,Home & Kitchen,Cookware,19097.0
P01982,Electronics,Smartphones,49153.0
P01983,Fashion,Watches,2282.0
P01984,Fashion,Footwear,4623.0
P01985,Home & Kitchen,Furniture,5888.0
P01986,Fashion,Watches,2011.0
P01987,Electronics,Cameras,55147.0
P01988,Fashion,Footwear,3002.0
P01989,Fashion,Men's Clothing,5568.0
P01990,Home & Kitchen,Decor,11994.0
P01991,Grocery,Beverages,1020.0
P01992,Fashion,Women's Clothing,4917.0
P01993,Grocery,Snacks,1433.0
P01994,Grocery,Snacks,767.0
P01995,Grocery,Personal Care,1709.0
P01996,Books,Non-Fiction,1525.0
P01997,Home & Kitchen,Appliances,3567.0
P01998,Fashion,Footwear,1707.0
P01999,Home & Kitchen,Appliances,951.0
P02000,Home & Kitchen,Appliances,19149.0
P02001,Home & Kitchen,Furniture,523.0
P02002,Electronics,Laptops,21954.0
P02003,Grocery,Staples,844.0
P02004,Fashion,Watches,5990.0
P02005,Home & Kitchen,Decor,24708.0
P02006,Fashion,Men's Clothing,6111.0
P02007,Books,Fiction,292.0
P02008,Grocery,Staples,1856.0
P02009,Grocery,Snacks,1972.0
P02010,Home & Kitchen,Furniture,21698.0
P02011,Books,Non-Fiction,1521.0
P02012,Fashion,Footwear,2734.0
P02013,Electronics,Cameras,36875.0
P02014,Grocery,Personal Care,516.0
P02015,Electronics,Smartphones,32687.0
P02016,Grocery,Snacks,112.0
P02017,Fashion,Watches,5936.0
P02018,Fashion,Men's Clothing,3167.0
P02019,Electronics,Cameras,25375.0
P02020,Grocery,Personal Care,1235.0
P02021,Grocery,Staples,1493.0
P02022,Books,Children's,1822.0
P02023,Fashion,Women's Clothing,4297.0
P02024,Fashion,Watches,7031.0
P02025,Electronics,Audio,63060.0
P02026,Grocery,Staples,1056.0
P02027,Electronics,Cameras,36403.0
P02028,Books,Children's,2498.0
P02029,Books,Academic,223.0
P02030,Grocery,Staples,1992.0
P02031,Fashion,Watches,4246.0
P02032,Fashion,Footwear,3286.0
P02033,Electronics,Smartphones,58946.0
P02034,Electronics,Laptops,44837.0
P02035,Fashion,Men's Clothing,4226.0
P02036,Fashion,Men's Clothing,5119.0
P02037,Fashion,Watches,585.0
P02038,Home & Kitchen,Decor,7386.0
P02039,Fashion,Men's Clothing,3305.0
P02040,Books,Fiction,983.0
P02041,Electronics,Smartphones,66296.0
P02042,Electronics,Audio,37177.0
P02043,Fashion,Men's Clothing,3495.0
P02044,Home & Kitchen,Decor,15386.0
P02045,Electronics,Audio,4836.0
P02046,Fashion,Women's Clothing,4232.0
P02047,Electronics,Laptops,11808.0
P02048,Home & Kitchen,Appliances,20773.0
P02049,Fashion,Footwear,3723.0
P02050,Fashion,Watches,5837.0
P02051,Home & Kitchen,Appliances,2962.0
P02052,Electronics,Audio,62409.0
P02053,Books,Children's,2820.0
P02054,Fashion,Men's Clothing,5630.0
P02055,Fashion,Women's Clothing,1255.0
P02056,Electronics,Accessories,33378.0
P02057,Fashion,Men's Clothing,3717.0
P02058,Books,Non-Fiction,619.0
P02059,Fashion,Watches,4804.0
P02060,Fashion,Women's Clothing,5759.0
P02061,Electronics,Laptops,16554.0
P02062,Fashion,Men's Clothing,3747.0
P02063,Electronics,Smartphones,20382.0
P02064,Electronics,Accessories,55492.0
P02065,Fashion,Watches,7276.0
P02066,Electronics,Cameras,63821.0
P02067,Fashion,Watches,5803.0
P02068,Fashion,Watches,1164.0
P02069,Electronics,Laptops,9576.0
P02070,Home & Kitchen,Furniture,11318.0
P02071,Books,Children's,1153.0
P02072,Electronics,Accessories,42143.0
P02073,Electronics,Laptops,31035.0
P02074,Fashion,Footwear,6370.0
P02075,Grocery,Snacks,1038.0
P02076,Grocery,Staples,1901.0
P02077,Grocery,Staples,776.0
P02078,Grocery,Personal Care,780.0
P02079,Fashion,Men's Clothing,6192.0
P02080,Home & Kitchen,Furniture,22819.0
P02081,Books,Non-Fiction,1740.0
P02082,Grocery,Staples,1329.0
P02083,Electronics,Smartphones,12432.0
P02084,Grocery,Staples,1742.0
P02085,Home & Kitchen,Appliances,4595.0
P02086,Home & Kitchen,Cookware,17844.0
P02087,Grocery,Snacks,857.0
P02088,Home & Kitchen,Cookware,7842.0
P02089,Books,Children's,2329.0
P02090,Fashion,Watches,3681.0
P02091,Grocery,Snacks,1264.0
P02092,Fashion,Women's Clothing,1117.0
P02093,Grocery,Staples,289.0
P02094,Grocery,Snacks,430.0
P02095,Electronics,Cameras,49994.0
P02096,Grocery,Beverages,529.0
P02097,Home & Kitchen,Furniture,11547.0
P02098,Electronics,Cameras,68505.0
P02099,Electronics,Accessories,43708.0
P02100,Grocery,Beverages,41.0
P02101,Electronics,Laptops,70675.0
P02102,Home & Kitchen,Decor,6061.0
P02103,Grocery,Snacks,1190.0
P02104,Electronics,Cameras,38319.0
P02105,Home & Kitchen,Furniture,10342.0
P02106,Fashion,Watches,819.0
P02107,Fashion,Footwear,4881.0
P02108,Fashion,Footwear,2109.0
P02109,Fashion,Men's Clothing,4469.0
P02110,Fashion,Women's Clothing,5034.0
P02111,Electronics,Audio,44825.0
P02112,Home & Kitchen,Appliances,20658.0
P02113,Home & Kitchen,Cookware,1366.0
P02114,Home & Kitchen,Decor,3834.0
P02115,Grocery,Personal Care,1317.0
P02116,Fashion,Footwear,486.0
P02117,Grocery,Personal Care,1712.0
P02118,Electronics,Audio,53526.0
P02119,Electronics,Laptops,67122.0
P02120,Electronics,Accessories,24226.0
P02121,Home & Kitchen,Appliances,23022.0
P02122,Home & Kitchen,Furniture,1368.0
P02123,Fashion,Watches,3452.0
P02124,Fashion,Women's Clothing,1590.0
P02125,Books,Non-Fiction,2049.0
P02126,Grocery,Beverages,1234.0
P02127,Grocery,Snacks,1392.0
P02128,Fashion,Watches,4841.0
P02129,Fashion,Men's Clothing,6341.0
P02130,Electronics,Cameras,14605.0
P02131,Electronics,Audio,36699.0
P02132,Books,Children's,1779.0
P02133,Books,Non-Fiction,2801.0
P02134,Electronics,Audio,7904.0
P02135,Electronics,Laptops,24294.0
P02136,Fashion,Footwear,3075.0
P02137,Books,Non-Fiction,1199.0
P02138,Fashion,Footwear,728.0
P02139,Home & Kitchen,Cookware,10769.0
P02140,Home & Kitchen,Appliances,13829.0
P02141,Books,Academic,949.0
